Plate	Rep	Row	Column	OD	Well	Antibiotic	Concentration	Group	Evol_compound	Compound_conc
5002_5	Rep_2	F	1	0.951	F1	Amoxicillin	6.25	Rep_2_5002_5	Parental	0
5002_5	Rep_2	D	1	0.674	D1	Amoxicillin	25	Rep_2_5002_5	Parental	0
5002_5	Rep_2	F	6	0.901	F6	Erythromycin	0.2625	Rep_2_5002_5	Parental	0
5002_5	Rep_2	A	12	0.194	A12	Teicoplanin	300	Rep_2_5002_5	Parental	0
5002_5	Rep_2	D	10	0.964	D10	Ofloxacin	3.125	Rep_2_5002_5	Parental	0
5002_5	Rep_2	F	7	0.884	F7	Meropenem	0.125	Rep_2_5002_5	Parental	0
5002_5	Rep_2	B	6	0.348	B6	Erythromycin	4.2	Rep_2_5002_5	Parental	0
5002_5	Rep_2	A	11	0.158	A11	Negative_control	0	Rep_2_5002_5	Parental	0
5002_5	Rep_2	G	5	0.912	G5	Doxycycline	0.02	Rep_2_5002_5	Parental	0
5002_5	Rep_2	E	5	0.734	E5	Doxycycline	0.08	Rep_2_5002_5	Parental	0
5002_5	Rep_2	F	4	0.958	F4	Chloramphenicol	3	Rep_2_5002_5	Parental	0
5002_5	Rep_2	B	9	0.218	B9	Metronidazole	27.68	Rep_2_5002_5	Parental	0
5002_5	Rep_3	B	12	0.181	B12	Teicoplanin	150	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	8	0.271	E8	Methicillin	75	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	8	0.18	D8	Methicillin	150	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	1	0.63	E1	Amoxicillin	12.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	5	0.35	D5	Doxycycline	0.16	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	4	0.98	G4	Chloramphenicol	1.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	7	0.199	C7	Meropenem	1	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	8	0.176	B8	Methicillin	600	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	4	0.967	H4	Chloramphenicol	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	2	0.199	F2	Ampicillin	7.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	6	0.945	F6	Erythromycin	0.2625	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	5	0.981	H5	Doxycycline	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	12	0.186	A12	Teicoplanin	300	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	7	0.975	H7	Meropenem	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	8	0.985	H8	Methicillin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	1	0.186	A1	Amoxicillin	200	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	6	0.99	H6	Erythromycin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	7	0.18	B7	Meropenem	2	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	5	0.579	E5	Doxycycline	0.08	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	1	0.179	B1	Amoxicillin	100	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	11	0.161	G11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	12	0.882	H12	Teicoplanin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	3	0.869	C3	Azithromycin	4	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	1	0.263	D1	Amoxicillin	25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	11	0.157	A11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	7	0.759	E7	Meropenem	0.25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	4	0.326	A4	Chloramphenicol	96	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	1	0.956	H1	Amoxicillin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	2	0.986	H2	Ampicillin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	1	0.18	C1	Amoxicillin	50	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	8	0.522	F8	Methicillin	37.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	10	0.237	A10	Ofloxacin	25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	12	0.392	D12	Teicoplanin	37.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	12	0.792	F12	Teicoplanin	9.375	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	2	0.339	G2	Ampicillin	3.75	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	6	0.847	D6	Erythromycin	1.05	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	11	0.139	B11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	9	0.239	C9	Metronidazole	13.84	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	11	0.15	D11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	12	0.743	E12	Teicoplanin	18.75	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	4	0.304	C4	Chloramphenicol	24	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	4	0.923	F4	Chloramphenicol	3	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	8	0.179	A8	Methicillin	1200	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	12	0.824	G12	Teicoplanin	4.6875	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	6	0.959	E6	Erythromycin	0.525	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	5	0.308	A5	Doxycycline	1.28	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	4	0.563	D4	Chloramphenicol	12	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	3	0.979	H3	Azithromycin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	1	0.894	G1	Amoxicillin	3.125	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	3	0.974	G3	Azithromycin	0.25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	6	0.327	B6	Erythromycin	4.2	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	5	0.308	B5	Doxycycline	0.64	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	3	0.999	F3	Azithromycin	0.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	10	0.963	F10	Ofloxacin	0.78125	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	10	0.229	B10	Ofloxacin	12.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	6	0.305	C6	Erythromycin	2.1	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	8	0.178	C8	Methicillin	300	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	11	0.151	C11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	4	0.309	B4	Chloramphenicol	48	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	2	0.174	E2	Ampicillin	15	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	2	0.181	A2	Ampicillin	240	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	2	0.176	C2	Ampicillin	60	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	9	0.568	E9	Metronidazole	3.46	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	7	0.181	A7	Meropenem	4	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	3	0.382	A3	Azithromycin	16	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	4	0.759	E4	Chloramphenicol	6	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	2	0.176	B2	Ampicillin	120	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	12	0.206	C12	Teicoplanin	75	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	10	0.826	C10	Ofloxacin	6.25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	2	0.187	D2	Ampicillin	30	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	7	0.864	F7	Meropenem	0.125	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	7	0.937	G7	Meropenem	0.0625	Rep_3_5002_5	Parental	0
5002_5	Rep_3	C	5	0.265	C5	Doxycycline	0.32	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	6	0.353	A6	Erythromycin	8.4	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	8	0.701	G8	Methicillin	18.75	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	3	0.942	D3	Azithromycin	2	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	6	0.972	G6	Erythromycin	0.13125	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	9	0.956	G9	Metronidazole	0.865	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	9	0.973	H9	Metronidazole	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	11	0.157	H11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	11	0.146	E11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	1	0.814	F1	Amoxicillin	6.25	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	11	0.153	F11	Negative_control	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	10	0.968	G10	Ofloxacin	0.390625	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	9	0.257	D9	Metronidazole	6.92	Rep_3_5002_5	Parental	0
5002_5	Rep_3	A	9	0.225	A9	Metronidazole	55.36	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	7	0.492	D7	Meropenem	0.5	Rep_3_5002_5	Parental	0
5002_5	Rep_3	D	10	0.964	D10	Ofloxacin	3.125	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	3	0.521	B3	Azithromycin	8	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	5	0.777	F5	Doxycycline	0.04	Rep_3_5002_5	Parental	0
5002_5	Rep_3	G	5	0.916	G5	Doxycycline	0.02	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	10	0.963	E10	Ofloxacin	1.5625	Rep_3_5002_5	Parental	0
5002_5	Rep_3	E	3	0.987	E3	Azithromycin	1	Rep_3_5002_5	Parental	0
5002_5	Rep_3	B	9	0.249	B9	Metronidazole	27.68	Rep_3_5002_5	Parental	0
5002_5	Rep_3	H	10	0.974	H10	Ofloxacin	0	Rep_3_5002_5	Parental	0
5002_5	Rep_3	F	9	0.911	F9	Metronidazole	1.73	Rep_3_5002_5	Parental	0
5002_6	Rep_2	B	11	0.155	B11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	3	0.935	G3	Azithromycin	0.25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	10	0.926	F10	Ofloxacin	0.78125	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	3	0.928	E3	Azithromycin	1	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	1	0.177	A1	Amoxicillin	200	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	1	0.645	E1	Amoxicillin	12.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	1	0.928	G1	Amoxicillin	3.125	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	9	0.207	A9	Metronidazole	55.36	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	4	0.528	D4	Chloramphenicol	12	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	5	0.318	A5	Doxycycline	1.28	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	10	0.913	D10	Ofloxacin	3.125	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	8	0.175	B8	Methicillin	600	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	12	0.187	B12	Teicoplanin	150	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	3	0.776	C3	Azithromycin	4	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	7	0.229	C7	Meropenem	1	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	2	0.212	F2	Ampicillin	7.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	11	0.155	C11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	5	0.267	C5	Doxycycline	0.32	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	9	0.459	E9	Metronidazole	3.46	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	6	0.798	D6	Erythromycin	1.05	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	5	0.314	B5	Doxycycline	0.64	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	11	0.153	D11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	11	0.156	F11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	2	0.174	C2	Ampicillin	60	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	7	0.184	A7	Meropenem	4	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	12	0.741	D12	Teicoplanin	37.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	2	0.173	B2	Ampicillin	120	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	7	0.85	F7	Meropenem	0.125	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	12	0.826	E12	Teicoplanin	18.75	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	2	0.174	D2	Ampicillin	30	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	4	0.322	A4	Chloramphenicol	96	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	8	0.918	H8	Methicillin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	7	0.932	H7	Meropenem	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	5	0.791	F5	Doxycycline	0.04	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	4	0.325	C4	Chloramphenicol	24	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	8	0.183	C8	Methicillin	300	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	2	0.441	G2	Ampicillin	3.75	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	9	0.918	H9	Metronidazole	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	12	0.86	G12	Teicoplanin	4.6875	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	1	0.177	B1	Amoxicillin	100	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	11	0.155	G11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	6	0.28	C6	Erythromycin	2.1	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	9	0.893	F9	Metronidazole	1.73	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	5	0.93	H5	Doxycycline	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	3	0.368	A3	Azithromycin	16	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	11	0.157	A11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	10	0.883	C10	Ofloxacin	6.25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	9	0.215	B9	Metronidazole	27.68	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	6	0.93	H6	Erythromycin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	2	0.175	A2	Ampicillin	240	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	1	0.952	H1	Amoxicillin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	8	0.174	A8	Methicillin	1200	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	9	0.226	D9	Metronidazole	6.92	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	7	0.897	G7	Meropenem	0.0625	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	3	0.926	F3	Azithromycin	0.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	8	0.789	G8	Methicillin	18.75	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	12	0.314	C12	Teicoplanin	75	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	8	0.661	F8	Methicillin	37.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	4	0.929	G4	Chloramphenicol	1.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	12	0.873	H12	Teicoplanin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	9	0.221	C9	Metronidazole	13.84	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	6	0.343	B6	Erythromycin	4.2	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	4	0.82	E4	Chloramphenicol	6	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	1	0.85	F1	Amoxicillin	6.25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	3	0.365	B3	Azithromycin	8	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	3	0.943	H3	Azithromycin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	7	0.814	E7	Meropenem	0.25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	2	0.178	E2	Ampicillin	15	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	5	0.426	D5	Doxycycline	0.16	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	11	0.156	E11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	8	0.385	E8	Methicillin	75	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	6	0.897	F6	Erythromycin	0.2625	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	4	0.336	B4	Chloramphenicol	48	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	10	0.919	G10	Ofloxacin	0.390625	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	11	0.156	H11	Negative_control	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	3	0.897	D3	Azithromycin	2	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	2	0.927	H2	Ampicillin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	12	0.188	A12	Teicoplanin	300	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	9	0.912	G9	Metronidazole	0.865	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	7	0.705	D7	Meropenem	0.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	7	0.181	B7	Meropenem	2	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	5	0.621	E5	Doxycycline	0.08	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	6	0.335	A6	Erythromycin	8.4	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	10	0.914	E10	Ofloxacin	1.5625	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	1	0.252	D1	Amoxicillin	25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	12	0.835	F12	Teicoplanin	9.375	Rep_2_5002_6	Parental	0
5002_6	Rep_2	D	8	0.182	D8	Methicillin	150	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	4	0.925	H4	Chloramphenicol	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	A	10	0.238	A10	Ofloxacin	25	Rep_2_5002_6	Parental	0
5002_6	Rep_2	E	6	0.902	E6	Erythromycin	0.525	Rep_2_5002_6	Parental	0
5002_6	Rep_2	H	10	0.933	H10	Ofloxacin	0	Rep_2_5002_6	Parental	0
5002_6	Rep_2	B	10	0.208	B10	Ofloxacin	12.5	Rep_2_5002_6	Parental	0
5002_6	Rep_2	F	4	0.902	F4	Chloramphenicol	3	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	6	0.932	G6	Erythromycin	0.13125	Rep_2_5002_6	Parental	0
5002_6	Rep_2	G	5	0.871	G5	Doxycycline	0.02	Rep_2_5002_6	Parental	0
5002_6	Rep_2	C	1	0.177	C1	Amoxicillin	50	Rep_2_5002_6	Parental	0
5002_6	Rep_3	H	3	1.003	H3	Azithromycin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	7	0.765	E7	Meropenem	0.25	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	12	0.184	A12	Teicoplanin	300	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	2	0.172	B2	Ampicillin	120	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	9	0.228	B9	Metronidazole	27.68	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	3	0.376	B3	Azithromycin	8	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	8	0.255	E8	Methicillin	75	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	7	0.177	B7	Meropenem	2	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	2	0.173	D2	Ampicillin	30	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	12	0.179	B12	Teicoplanin	150	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	10	0.956	D10	Ofloxacin	3.125	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	1	0.176	C1	Amoxicillin	50	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	11	0.148	E11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	4	0.947	F4	Chloramphenicol	3	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	7	0.18	A7	Meropenem	4	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	7	0.491	D7	Meropenem	0.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	12	0.823	G12	Teicoplanin	4.6875	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	12	0.755	E12	Teicoplanin	18.75	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	9	0.238	C9	Metronidazole	13.84	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	5	0.32	D5	Doxycycline	0.16	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	1	0.692	E1	Amoxicillin	12.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	8	0.71	G8	Methicillin	18.75	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	8	0.177	A8	Methicillin	1200	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	11	0.148	H11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	10	0.252	B10	Ofloxacin	12.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	5	0.799	F5	Doxycycline	0.04	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	5	0.315	A5	Doxycycline	1.28	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	11	0.15	F11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	7	0.179	C7	Meropenem	1	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	4	0.989	H4	Chloramphenicol	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	4	0.774	E4	Chloramphenicol	6	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	9	0.969	G9	Metronidazole	0.865	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	1	0.903	G1	Amoxicillin	3.125	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	5	0.26	C5	Doxycycline	0.32	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	8	0.179	B8	Methicillin	600	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	9	0.581	E9	Metronidazole	3.46	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	3	0.942	D3	Azithromycin	2	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	10	0.994	H10	Ofloxacin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	3	0.377	A3	Azithromycin	16	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	11	0.14	G11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	6	0.967	G6	Erythromycin	0.13125	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	6	0.292	C6	Erythromycin	2.1	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	9	0.989	H9	Metronidazole	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	2	0.177	A2	Ampicillin	240	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	10	0.227	A10	Ofloxacin	25	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	12	0.94	H12	Teicoplanin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	7	0.932	G7	Meropenem	0.0625	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	5	0.305	B5	Doxycycline	0.64	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	1	0.864	F1	Amoxicillin	6.25	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	7	0.99	H7	Meropenem	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	3	1.013	F3	Azithromycin	0.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	1	0.996	H1	Amoxicillin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	8	0.182	C8	Methicillin	300	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	6	0.353	A6	Erythromycin	8.4	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	1	0.177	B1	Amoxicillin	100	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	11	0.149	A11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	3	0.88	C3	Azithromycin	4	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	6	0.306	B6	Erythromycin	4.2	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	10	0.918	C10	Ofloxacin	6.25	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	2	0.311	G2	Ampicillin	3.75	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	1	0.184	A1	Amoxicillin	200	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	10	0.979	G10	Ofloxacin	0.390625	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	11	0.147	D11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	B	4	0.317	B4	Chloramphenicol	48	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	9	0.249	D9	Metronidazole	6.92	Rep_3_5002_6	Parental	0
5002_6	Rep_3	C	11	0.148	C11	Negative_control	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	4	0.989	G4	Chloramphenicol	1.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	6	1.033	H6	Erythromycin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	D	8	0.176	D8	Methicillin	150	Rep_3_5002_6	Parental	0
5002_6	Rep_3	E	5	0.607	E5	Doxycycline	0.08	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	7	0.87	F7	Meropenem	0.125	Rep_3_5002_6	Parental	0
5002_6	Rep_3	A	9	0.218	A9	Metronidazole	55.36	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	2	0.191	F2	Ampicillin	7.5	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	8	0.977	H8	Methicillin	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	F	9	0.882	F9	Metronidazole	1.73	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	5	0.916	G5	Doxycycline	0.02	Rep_3_5002_6	Parental	0
5002_6	Rep_3	G	3	1	G3	Azithromycin	0.25	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	5	0.995	H5	Doxycycline	0	Rep_3_5002_6	Parental	0
5002_6	Rep_3	H	2	0.99	H2	Ampicillin	0	Rep_3_5002_6	Parental	0
